"ID","Cluster"
"376","1"
"377","2"
"378","1"
"379","1"
"380","2"
"381","1"
"382","2"
"383","1"
"384","1"
"385","2"
"386","1"
"387","2"
"388","2"
"389","2"
"390","2"
"391","2"
"392","2"
"393","1"
"394","2"
"395","1"
"396","1"
"397","2"
"398","2"
"399","2"
"400","2"
"401","2"
"402","2"
"403","2"
"404","1"
"405","1"
"406","1"
"407","1"
"408","1"
"409","1"
"410","2"
"411","2"
"412","2"
"413","2"
"414","1"
"415","2"
"416","2"
"417","1"
"418","2"
"419","1"
"420","2"
"421","2"
"422","2"
"423","2"
"424","1"
"425","2"
"426","2"
"427","2"
"428","1"
"429","1"
"430","1"
"431","1"
"432","2"
"433","1"
"434","1"
"435","2"
"436","1"
"437","2"
"438","1"
"439","2"
"440","2"
"441","1"
"442","1"
"443","1"
"444","1"
"445","1"
"446","1"
"447","2"
"448","1"
"449","1"
"450","1"
"451","1"
"452","1"
"453","1"
"454","1"
"455","2"
"456","1"
"457","1"
"458","2"
"459","1"
"460","2"
"461","1"
"462","1"
"463","1"
"464","2"
"465","1"
"466","1"
"467","2"
"468","1"
"469","1"
"470","2"
"471","2"
"472","2"
"473","2"
"474","1"
"475","1"
"476","1"
"477","1"
"478","1"
"479","1"
"480","1"
"481","1"
"482","1"
"483","1"
"484","1"
"485","1"
"486","1"
"487","1"
"488","1"
"489","2"
"490","1"
"491","2"
"492","1"
"493","1"
"494","2"
"495","2"
"496","1"
"497","2"
"498","2"
"499","1"
"500","2"
"501","2"
"502","2"
"503","2"
"504","1"
"505","1"
"506","1"
"507","1"
"508","1"
"509","2"
"510","2"
"511","2"
"512","2"
"513","2"
"514","1"
"515","1"
"516","2"
"517","1"
"518","1"
"519","1"
"520","2"
"521","1"
"522","2"
"523","2"
"524","2"
"525","2"
"526","2"
"527","2"
"528","2"
"529","2"
"530","1"
"531","1"
"532","1"
"533","1"
"534","1"
"535","1"
"536","1"
"537","1"
"538","1"
"539","1"
"540","1"
"541","2"
"542","1"
"543","1"
"544","2"
"545","1"
"546","2"
"547","1"
"548","1"
"549","2"
"550","1"
"551","1"
"552","2"
"553","2"
"554","2"
"555","1"
"556","1"
"557","1"
"558","1"
"559","1"
"560","2"
"561","1"
"562","2"
"563","2"
"564","2"
"565","2"
"566","1"
"567","1"
"568","1"
"569","1"
"570","2"
"571","1"
"572","2"
"573","1"
"574","2"
"575","2"
"576","2"
"577","1"
"578","2"
"579","2"
"580","2"
"581","1"
"582","1"
"583","1"
"584","1"
"585","2"
"586","1"
"587","2"
"588","2"
"589","2"
"590","1"
"591","2"
"592","2"
"593","2"
"594","2"
"595","2"
"596","2"
"597","1"
"598","1"
"599","1"
"600","1"
"601","1"
"602","1"
"603","1"
"604","1"
"605","2"
"606","1"
"607","1"
"608","2"
"609","2"
"610","1"
"611","2"
"612","1"
"613","1"
"614","1"
"615","2"
"616","2"
"617","2"
"618","1"
"619","1"
"620","1"
"621","2"
"622","2"
"623","1"
"624","2"
"625","2"
"626","2"
"627","1"
"628","1"
"629","1"
"630","2"
"631","1"
"632","1"
"633","2"
"634","2"
"635","2"
"636","1"
"637","2"
"638","2"
"639","1"
"640","2"
"641","2"
"642","2"
"643","2"
"644","2"
"645","2"
"646","1"
"647","1"
"648","1"
"649","1"
"650","2"
"651","1"
"652","2"
"653","2"
"654","1"
"655","1"
"656","2"
"657","1"
"658","2"
"659","1"
"660","1"
"661","1"
"662","2"
"663","1"
"664","1"
"665","2"
"666","2"
"667","1"
"668","1"
"669","1"
"670","1"
"671","2"
"672","1"
"673","2"
"674","1"
"675","1"
"676","1"
"677","1"
"678","1"
"679","2"
"680","2"
"681","2"
"682","1"
"683","2"
"684","1"
"685","2"
"686","1"
"687","2"
"688","1"
"689","1"
"690","1"
"691","1"
"692","2"
"693","2"
"694","2"
"695","2"
"696","2"
"697","1"
"698","1"
"699","2"
"700","1"
"701","2"
"702","1"
"703","1"
"704","2"
"705","1"
"706","2"
"707","1"
"708","2"
"709","1"
"710","1"
"711","2"
"712","2"
"713","1"
"714","2"
"715","2"
"716","1"
"717","2"
"718","2"
"719","1"
"720","2"
"721","1"
"722","2"
"723","2"
"724","2"
"725","1"
"726","1"
"727","2"
"728","1"
"729","1"
"730","2"
"731","1"
"732","1"
"733","1"
"734","2"
"735","2"
"736","1"
"737","1"
"738","2"
"739","2"
"740","2"
"741","1"
"742","2"
"743","1"
"744","2"
"745","2"
"746","1"
"747","2"
"748","2"
"749","1"
"750","1"
"751","2"
"752","2"
"753","2"
"754","2"
"755","1"
"756","2"
"757","1"
"758","1"
"759","1"
"760","2"
"761","2"
"762","1"
"763","1"
"764","1"
"765","2"
"766","2"
"767","2"
"768","2"
"769","2"
"770","1"
"771","2"
"772","2"
"773","2"
"774","2"
"775","2"
"776","1"
"777","2"
"778","1"
"779","1"
"780","2"
"781","2"
"782","1"
"783","2"
"784","1"
"785","2"
"786","2"
"787","2"
"788","2"
"789","2"
"790","2"
"791","2"
"792","2"
"793","2"
"794","1"
"795","1"
"796","2"
"797","2"
"798","2"
"799","1"
"800","1"
"801","2"
"802","1"
"803","2"
"804","2"
"805","1"
"806","1"
"807","1"
"808","1"
"809","1"
"810","1"
"811","1"
"812","1"
"813","1"
"814","1"
"815","1"
"816","1"
"817","1"
"818","1"
"819","2"
"820","2"
"821","1"
"822","2"
"823","2"
"824","2"
"825","1"
"826","2"
"827","1"
"828","2"
"829","2"
"830","1"
"831","1"
"832","1"
"833","2"
"834","2"
"835","1"
"836","2"
"837","2"
"838","2"
"839","1"
"840","1"
"841","1"
"842","1"
"843","2"
"844","2"
"845","2"
"846","1"
"847","1"
"848","1"
"849","1"
"850","1"
"851","1"
"852","1"
"853","2"
"854","2"
"855","2"
"856","1"
"857","2"
"858","2"
"859","1"
"860","1"
"861","2"
"862","2"
"863","1"
"864","2"
"865","2"
"866","2"
"867","1"
"868","1"
"869","1"
"870","2"
"871","2"
"872","2"
"873","2"
"874","1"
"875","1"
"876","1"
"877","1"
"878","2"
"879","2"
"880","2"
"881","1"
"882","1"
"883","1"
"884","2"
"885","2"
"886","1"
"887","1"
"888","2"
"889","2"
"890","2"
"891","2"
"892","2"
"893","1"
"894","2"
"895","2"
"896","2"
"897","2"
"898","2"
"899","2"
"900","1"
"901","1"
"902","1"
"903","1"
"904","1"
"905","1"
"906","2"
"907","2"
"908","1"
"909","2"
"910","1"
"911","1"
"912","1"
"913","1"
"914","1"
"915","1"
"916","1"
"917","2"
"918","2"
"919","2"
"920","2"
"921","1"
"922","2"
"923","2"
"924","2"
"925","1"
"926","2"
"927","2"
"928","2"
"929","1"
"930","1"
"931","1"
"932","2"
"933","2"
"934","2"
"935","1"
"936","2"
"937","2"
"938","1"
"939","2"
"940","1"
"941","1"
"942","1"
"943","2"
"944","2"
"945","1"
"946","1"
"947","1"
"948","1"
"949","1"
"950","1"
"951","1"
"952","1"
"953","1"
"954","1"
"955","1"
"956","1"
"957","1"
"958","2"
"959","1"
"960","1"
"961","1"
"962","1"
"963","1"
"964","1"
"965","1"
"966","2"
"967","1"
"968","2"
"969","2"
"970","1"
"971","1"
"972","1"
"973","1"
"974","1"
"975","1"
"976","2"
"977","2"
"978","2"
"979","1"
"980","1"
"981","1"
"982","1"
"983","2"
"984","1"
"985","1"
"986","1"
"987","1"
"988","2"
"989","1"
"990","1"
"991","1"
"992","2"
"993","2"
"994","2"
"995","2"
"996","2"
"997","1"
"998","1"
"999","1"
"1000","1"
"1001","1"
"1002","2"
"1003","1"
"1004","1"
"1005","2"
"1006","1"
"1007","1"
"1008","1"
"1009","1"
"1010","2"
"1011","1"
"1012","1"
"1013","1"
"1014","1"
"1015","1"
"1016","1"
"1017","1"
"1018","2"
"1019","2"
"1020","1"
"1021","1"
"1022","1"
"1023","1"
"1024","1"
"1025","1"
"1026","2"
"1027","1"
"1028","2"
"1029","2"
"1030","1"
"1031","1"
"1032","1"
"1033","1"
"1034","1"
"1035","2"
"1036","1"
"1037","1"
"1038","2"
"1039","2"
"1040","2"
"1041","1"
"1042","1"
"1043","2"
"1044","1"
"1045","2"
"1046","2"
"1047","2"
"1048","2"
"1049","1"
"1050","1"
"1051","2"
"1052","2"
"1053","1"
"1054","1"
"1055","2"
"1056","2"
"1057","1"
"1058","2"
"1059","2"
"1060","1"
"1061","1"
"1062","1"
"1063","1"
"1064","1"
"1065","1"
"1066","1"
"1067","1"
"1068","1"
"1069","1"
"1070","2"
"1071","1"
"1072","2"
"1073","2"
"1074","1"
"1075","2"
"1076","2"
"1077","1"
"1078","1"
"1079","1"
"1080","2"
"1081","1"
"1082","2"
"1083","2"
"1084","2"
"1085","2"
"1086","2"
"1087","1"
"1088","1"
"1089","2"
"1090","2"
"1091","2"
"1092","1"
"1093","1"
"1094","1"
"1095","1"
"1096","1"
"1097","1"
"1098","1"
"1099","1"
"1100","1"
"1101","1"
"1102","1"
"1103","1"
"1104","1"
"1105","1"
"1106","2"
"1107","1"
"1108","1"
"1109","1"
"1110","2"
"1111","1"
"1112","2"
"1113","1"
"1114","1"
"1115","2"
"1116","1"
"1117","1"
"1118","1"
"1119","1"
"1120","1"
"1121","1"
"1122","1"
"1123","1"
"1124","1"
"1125","1"
"1126","1"
"1127","1"
"1128","2"
"1129","2"
"1130","2"
"1131","1"
"1132","2"
"1133","1"
"1134","1"
"1135","1"
"1136","2"
"1137","1"
"1138","1"
"1139","2"
"1140","2"
"1141","2"
"1142","2"
"1143","1"
"1144","1"
"1145","2"
"1146","2"
"1147","1"
"1148","1"
"1149","1"
"1150","1"
"1151","1"
"1152","2"
"1153","1"
"1154","1"
"1155","2"
"1156","1"
"1157","2"
"1158","2"
"1159","2"
"1160","1"
"1161","1"
"1162","1"
"1163","1"
"1164","1"
"1165","1"
"1166","2"
"1167","2"
"1168","2"
"1169","2"
"1170","1"
"1171","1"
"1172","2"
"1173","1"
"1174","2"
"1175","2"
"1176","2"
"1177","2"
"1178","1"
"1179","2"
"1180","2"
"1181","2"
"1182","1"
"1183","2"
"1184","2"
"1185","2"
"1186","1"
"1187","1"
"1188","1"
"1189","2"
"1190","1"
"1191","1"
"1192","1"
"1193","1"
"1194","1"
"1195","2"
"1196","2"
"1197","2"
"1198","1"
"1199","2"
"1200","2"
"1201","1"
"1202","1"
"1203","1"
"1204","2"
"1205","2"
"1206","2"
"1207","2"
"1208","2"
"1209","2"
"1210","1"
"1211","1"
"1212","2"
"1213","1"
"1214","1"
"1215","1"
"1216","1"
"1217","2"
"1218","2"
"1219","1"
"1220","2"
"1221","2"
"1222","2"
"1223","2"
"1224","1"
"1225","1"
"1226","2"
"1227","2"
"1228","1"
"1229","2"
"1230","2"
"1231","2"
"1232","2"
"1233","2"
"1234","1"
"1235","1"
"1236","2"
"1237","1"
"1238","1"
"1239","1"
"1240","1"
"1241","2"
"1242","2"
"1243","1"
"1244","2"
"1245","2"
"1246","1"
"1247","2"
"1248","1"
"1249","1"
"1250","2"
"1251","2"
"1252","2"
"1253","1"
"1254","1"
"1255","2"
"1256","2"
"1257","2"
"1258","2"
"1259","1"
"1260","1"
"1261","2"
"1262","1"
"1263","2"
"1264","1"
"1265","2"
"1266","1"
"1267","1"
"1268","1"
"1269","2"
"1270","2"
"1271","2"
"1272","2"
"1273","2"
"1274","2"
"1275","1"
"1276","2"
"1277","1"
"1278","1"
"1279","2"
"1280","1"
"1281","2"
"1282","2"
"1283","1"
"1284","2"
"1285","2"
"1286","2"
"1287","1"
"1288","1"
"1289","2"
"1290","2"
"1291","1"
"1292","2"
"1293","1"
"1294","1"
"1295","2"
"1296","2"
"1297","2"
"1298","1"
"1299","1"
"1300","1"
"1301","1"
"1302","2"
"1303","1"
"1304","2"
"1305","2"
"1306","2"
"1307","2"
"1308","1"
"1309","2"
"1310","2"
"1311","2"
"1312","1"
"1313","2"
"1314","2"
"1315","2"
"1316","2"
"1317","2"
"1318","1"
"1319","2"
"1320","2"
"1321","2"
"1322","2"
"1323","1"
"1324","2"
"1325","1"
"1326","1"
"1327","1"
"1328","1"
"1329","2"
"1330","2"
"1331","2"
"1332","2"
"1333","1"
"1334","2"
"1335","1"
"1336","2"
"1337","1"
"1338","1"
"1339","1"
"1340","1"
"1341","1"
"1342","1"
"1343","1"
"1344","1"
"1345","1"
"1346","1"
"1347","1"
"1348","1"
"1349","1"
"1350","2"
"1351","2"
"1352","2"
"1353","2"
"1354","2"
"1355","1"
"1356","1"
"1357","1"
"1358","2"
"1359","2"
"1360","1"
"1361","1"
"1362","2"
"1363","1"
"1364","2"
"1365","1"
"1366","2"
"1367","2"
"1368","2"
"1369","2"
"1370","1"
"1371","2"
"1372","1"
"1373","2"
"1374","2"
"1375","1"
"1376","2"
"1377","1"
"1378","2"
"1379","1"
"1380","1"
"1381","1"
"1382","1"
"1383","2"
"1384","2"
"1385","2"
"1386","2"
"1387","1"
"1388","1"
"1389","2"
"1390","2"
"1391","1"
"1392","1"
"1393","1"
"1394","2"
"1395","2"
"1396","1"
"1397","1"
"1398","2"
"1399","1"
"1400","1"
"1401","2"
"1402","2"
"1403","1"
"1404","1"
"1405","2"
"1406","1"
"1407","1"
"1408","2"
"1409","2"
"1410","2"
"1411","1"
"1412","1"
"1413","1"
"1414","2"
"1415","1"
"1416","1"
"1417","1"
"1418","1"
"1419","1"
"1420","2"
"1421","1"
"1422","2"
"1423","2"
"1424","1"
"1425","1"
"1426","1"
"1427","2"
"1428","1"
"1429","2"
"1430","2"
"1431","2"
"1432","2"
"1433","1"
"1434","1"
"1435","2"
"1436","2"
"1437","2"
"1438","2"
"1439","1"
"1440","2"
"1441","1"
"1442","2"
"1443","1"
"1444","1"
"1445","2"
"1446","2"
"1447","1"
"1448","2"
"1449","2"
"1450","1"
"1451","1"
"1452","1"
"1453","2"
"1454","2"
"1455","1"
"1456","1"
"1457","2"
"1458","2"
"1459","1"
"1460","1"
"1461","2"
"1462","1"
"1463","1"
"1464","2"
"1465","2"
"1466","2"
"1467","2"
"1468","1"
"1469","2"
"1470","2"
"1471","1"
"1472","1"
"1473","2"
"1474","2"
"1475","2"
"1476","2"
"1477","2"
"1478","2"
"1479","1"
"1480","1"
"1481","1"
"1482","1"
"1483","1"
"1484","1"
"1485","1"
"1486","1"
"1487","1"
"1488","1"
"1489","1"
"1490","1"
"1491","1"
"1492","1"
"1493","1"
"1494","2"
"1495","1"
"1496","1"
"1497","2"
"1498","1"
"1499","1"
"1500","1"
"1501","1"
"1502","2"
"1503","2"
"1504","1"
"1505","1"
"1506","1"
"1507","1"
"1508","1"
"1509","1"
"1510","1"
"1511","2"
"1512","1"
"1513","1"
"1514","2"
"1515","2"
"1516","2"
"1517","2"
"1518","2"
"1519","1"
"1520","1"
"1521","2"
"1522","1"
"1523","2"
"1524","2"
"1525","2"
"1526","2"
"1527","2"
"1528","1"
"1529","2"
"1530","2"
"1531","1"
"1532","1"
"1533","1"
"1534","2"
"1535","1"
"1536","1"
"1537","2"
"1538","1"
"1539","1"
"1540","2"
"1541","1"
"1542","2"
"1543","2"
"1544","1"
"1545","1"
"1546","1"
"1547","1"
"1548","1"
"1549","2"
"1550","1"
"1551","1"
"1552","1"
"1553","2"
"1554","1"
"1555","1"
"1556","1"
"1557","1"
"1558","1"
"1559","2"
"1560","2"
"1561","2"
"1562","2"
"1563","1"
"1564","1"
"1565","1"
"1566","2"
"1567","2"
"1568","1"
"1569","2"
"1570","1"
"1571","1"
"1572","1"
"1573","2"
"1574","2"
"1575","2"
"1576","1"
"1577","1"
"1578","1"
"1579","1"
"1580","1"
"1581","1"
"1582","1"
"1583","1"
"1584","2"
"1585","1"
"1586","2"
"1587","2"
"1588","1"
"1589","2"
"1590","2"
"1591","1"
"1592","1"
"1593","2"
"1594","2"
"1595","2"
"1596","2"
"1597","2"
"1598","2"
"1599","2"
