"Trans. ID","ID","Symm","Class","ID","Symm","Class","ID","Symm","Class","ID","Symm","Class","ID","Symm","Class"
"5284.0","18","52.25"," <=50K","56","69.41666666666666"," >50K","41","95.91666666666666"," <=50K","90","119.16666666666666"," >50K","8","208.16666666666666"," >50K"
"22396.0","23","43.916666666666664"," <=50K","93","48.75"," <=50K","92","89.58333333333333"," <=50K","32","102.91666666666666"," <=50K","60","172.0"," <=50K"
"13655.0","63","2.833333333333333"," <=50K","39","14.666666666666666"," <=50K","79","53.75"," <=50K","82","60.166666666666664"," <=50K","69","67.75"," <=50K"
"25846.0","49","11.416666666666666"," <=50K","4","18.416666666666664"," <=50K","89","48.33333333333333"," <=50K","80","72.5"," >50K","16","135.66666666666666"," >50K"
"26436.0","80","22.083333333333332"," >50K","13","31.25"," <=50K","4","66.0"," <=50K","16","85.75"," >50K","66","94.33333333333333"," <=50K"
"16569.0","31","21.416666666666664"," <=50K","37","57.0"," >50K","75","58.0"," <=50K","65","60.166666666666664"," <=50K","81","65.66666666666666"," >50K"
"15670.0","51","154.83333333333331"," >50K","46","169.83333333333331"," <=50K","75","176.58333333333331"," <=50K","87","180.66666666666666"," >50K","64","235.33333333333331"," <=50K"
"30810.0","33","3.6666666666666665"," <=50K","24","13.083333333333332"," <=50K","78","24.916666666666664"," <=50K","36","32.5"," <=50K","47","56.5"," >50K"
"10924.0","71","1.5"," >50K","5","11.833333333333332"," <=50K","52","97.33333333333333"," <=50K","10","103.41666666666666"," <=50K","72","103.5"," >50K"
"30508.0","78","4.083333333333333"," <=50K","36","5.666666666666666"," <=50K","33","29.666666666666664"," <=50K","35","56.916666666666664"," <=50K","83","113.83333333333333"," <=50K"
"23236.0","19","24.916666666666664"," <=50K","93","29.333333333333332"," <=50K","23","31.833333333333332"," <=50K","92","161.33333333333331"," <=50K","77","173.0"," <=50K"
"2461.0","68","368.0"," <=50K","42","369.3333333333333"," <=50K","43","378.0833333333333"," <=50K","90","487.3333333333333"," >50K","61","510.91666666666663"," <=50K"
"22437.0","23","39.33333333333333"," <=50K","93","43.0"," <=50K","92","90.66666666666666"," <=50K","25","127.83333333333333"," <=50K","55","198.91666666666666"," <=50K"
"30738.0","24","18.333333333333332"," <=50K","78","18.5"," <=50K","36","24.916666666666664"," <=50K","54","43.166666666666664"," <=50K","47","49.58333333333333"," >50K"
"31153.0","30","5.5"," >50K","24","22.583333333333332"," <=50K","33","28.333333333333332"," <=50K","78","54.25"," <=50K","36","61.83333333333333"," <=50K"
"14035.0","39","22.666666666666664"," <=50K","82","28.0"," <=50K","63","34.666666666666664"," <=50K","21","42.58333333333333"," <=50K","79","83.25"," <=50K"
"7627.0","8","13.333333333333332"," >50K","11","45.83333333333333"," >50K","29","50.33333333333333"," <=50K","57","55.25"," <=50K","27","55.5"," <=50K"
"15700.0","46","11.833333333333332"," <=50K","75","18.75"," <=50K","31","55.666666666666664"," <=50K","82","119.41666666666666"," <=50K","65","133.08333333333331"," <=50K"
"1374.0","61","53.916666666666664"," <=50K","26","89.75"," >50K","68","92.5"," <=50K","43","103.41666666666666"," <=50K","70","113.75"," <=50K"
"30002.0","35","14.75"," <=50K","47","16.833333333333332"," >50K","54","25.25"," <=50K","78","46.08333333333333"," <=50K","36","46.33333333333333"," <=50K"
"32111.0","34","7.166666666666666"," <=50K","88","12.083333333333332"," <=50K","83","23.333333333333332"," <=50K","33","109.16666666666666"," <=50K","78","134.41666666666666"," <=50K"
"15964.0","75","8.916666666666666"," <=50K","46","13.5"," <=50K","37","106.08333333333333"," >50K","65","109.91666666666666"," <=50K","81","114.41666666666666"," >50K"
"19660.0","74","7.25"," <=50K","14","16.25"," <=50K","62","35.5"," <=50K","60","58.916666666666664"," <=50K","77","129.33333333333331"," <=50K"
"30344.0","54","11.166666666666666"," <=50K","78","15.833333333333332"," <=50K","47","17.25"," >50K","53","108.16666666666666"," <=50K","83","128.75"," <=50K"
"14761.0","17","1.25"," <=50K","21","22.083333333333332"," <=50K","69","27.416666666666664"," <=50K","82","39.666666666666664"," <=50K","39","82.5"," <=50K"
"4172.0","41","10.5"," <=50K","90","27.583333333333332"," >50K","56","29.5"," >50K","42","144.08333333333331"," <=50K","68","147.25"," <=50K"
"6357.0","1","42.416666666666664"," <=50K","18","48.0"," <=50K","11","62.08333333333333"," >50K","29","62.416666666666664"," <=50K","56","158.66666666666666"," >50K"
"31958.0","83","10.333333333333332"," <=50K","34","19.666666666666664"," <=50K","88","28.25"," <=50K","24","86.41666666666666"," <=50K","78","121.58333333333333"," <=50K"
"4874.0","56","35.83333333333333"," >50K","41","61.33333333333333"," <=50K","90","85.25"," >50K","29","184.75"," <=50K","43","200.83333333333331"," <=50K"
"22390.0","23","304.8333333333333"," <=50K","93","307.16666666666663"," <=50K","92","344.66666666666663"," <=50K","32","365.8333333333333"," <=50K","60","433.25"," <=50K"
"19054.0","44","9.583333333333332"," <=50K","14","40.83333333333333"," <=50K","74","44.666666666666664"," <=50K","62","85.75"," <=50K","76","103.08333333333333"," <=50K"
"18920.0","44","5.25"," <=50K","14","51.0"," <=50K","74","58.666666666666664"," <=50K","76","90.41666666666666"," <=50K","62","95.25"," <=50K"
"4533.0","56","9.333333333333332"," >50K","41","33.166666666666664"," <=50K","90","59.58333333333333"," >50K","43","173.83333333333331"," <=50K","68","177.91666666666666"," <=50K"
"21508.0","92","15.416666666666666"," <=50K","77","27.083333333333332"," <=50K","25","49.25"," <=50K","60","97.16666666666666"," <=50K","55","122.0"," <=50K"
"10679.0","5","14.166666666666666"," <=50K","50","21.333333333333332"," <=50K","71","22.666666666666664"," >50K","58","84.41666666666666"," <=50K","72","126.83333333333333"," >50K"
"17552.0","45","16.833333333333332"," <=50K","81","18.833333333333332"," >50K","65","24.833333333333332"," <=50K","85","25.333333333333332"," <=50K","37","32.0"," >50K"
"2610.0","6","10.833333333333332"," <=50K","43","11.083333333333332"," <=50K","42","11.5"," <=50K","68","14.5"," <=50K","90","108.66666666666666"," >50K"
"17148.0","37","8.5"," >50K","65","13.333333333333332"," <=50K","81","17.666666666666664"," >50K","45","49.0"," <=50K","85","57.5"," <=50K"
"12888.0","79","17.666666666666664"," <=50K","91","22.0"," <=50K","9","31.166666666666664"," >50K","39","79.91666666666666"," <=50K","82","123.75"," <=50K"
"24649.0","12","7.5"," <=50K","89","58.25"," <=50K","2","69.08333333333333"," >50K","49","111.66666666666666"," <=50K","93","143.0"," <=50K"
"31810.0","83","439.25"," <=50K","28","443.3333333333333"," >50K","88","472.16666666666663"," <=50K","30","485.91666666666663"," >50K","78","540.0"," <=50K"
"25997.0","49","7.416666666666666"," <=50K","4","31.416666666666664"," <=50K","80","58.666666666666664"," >50K","89","60.166666666666664"," <=50K","22","111.66666666666666"," <=50K"
"18396.0","76","47.0"," <=50K","44","48.0"," <=50K","85","53.25"," <=50K","81","89.91666666666666"," >50K","74","101.91666666666666"," <=50K"
"2213.0","26","18.833333333333332"," >50K","68","22.25"," <=50K","42","24.583333333333332"," <=50K","6","43.58333333333333"," <=50K","61","124.16666666666666"," <=50K"
"6075.0","18","25.166666666666664"," <=50K","1","64.91666666666666"," <=50K","29","86.25"," <=50K","56","134.83333333333331"," >50K","8","143.58333333333331"," >50K"
"26606.0","80","8.583333333333332"," >50K","13","16.083333333333332"," <=50K","22","61.58333333333333"," <=50K","66","80.0"," <=50K","89","110.91666666666666"," <=50K"
"16074.0","75","19.666666666666664"," <=50K","46","24.25"," <=50K","65","102.66666666666666"," <=50K","81","107.5"," >50K","17","112.41666666666666"," <=50K"
"18109.0","76","23.75"," <=50K","85","28.5"," <=50K","45","37.33333333333333"," <=50K","44","70.75"," <=50K","62","164.25"," <=50K"
"23825.0","2","7.083333333333333"," >50K","19","29.583333333333332"," <=50K","12","64.83333333333333"," <=50K","93","74.83333333333333"," <=50K","23","79.5"," <=50K"
"13171.0","79","13.25"," <=50K","63","41.33333333333333"," <=50K","91","45.58333333333333"," <=50K","72","87.58333333333333"," >50K","82","101.83333333333333"," <=50K"
"30059.0","47","12.333333333333332"," >50K","35","18.25"," <=50K","54","23.75"," <=50K","78","41.916666666666664"," <=50K","20","52.83333333333333"," <=50K"
"10299.0","50","16.416666666666664"," <=50K","5","47.416666666666664"," <=50K","58","51.166666666666664"," <=50K","59","113.91666666666666"," >50K","52","151.08333333333331"," <=50K"
"27879.0","3","12.5"," <=50K","66","30.583333333333332"," <=50K","16","38.5"," >50K","13","100.16666666666666"," <=50K","80","101.5"," >50K"
"8150.0","27","10.083333333333332"," <=50K","57","10.166666666666666"," <=50K","67","10.416666666666666"," <=50K","8","41.08333333333333"," >50K","7","99.83333333333333"," <=50K"
"3303.0","90","54.416666666666664"," >50K","6","59.75"," <=50K","42","72.58333333333333"," <=50K","68","74.25"," <=50K","56","101.66666666666666"," >50K"
"29553.0","20","10.916666666666666"," <=50K","35","28.833333333333332"," <=50K","53","44.33333333333333"," <=50K","47","55.916666666666664"," >50K","54","64.0"," <=50K"
"25765.0","4","11.25"," <=50K","49","20.25"," <=50K","89","40.0"," <=50K","80","77.33333333333333"," >50K","16","140.66666666666666"," >50K"
"21833.0","92","41.0"," <=50K","15","54.166666666666664"," >50K","25","76.83333333333333"," <=50K","93","94.0"," <=50K","60","125.08333333333333"," <=50K"
"7503.0","8","22.916666666666664"," >50K","11","35.58333333333333"," >50K","29","39.25"," <=50K","1","56.75"," <=50K","57","65.0"," <=50K"
"5725.0","18","11.166666666666666"," <=50K","1","99.25"," <=50K","56","109.33333333333333"," >50K","29","116.08333333333333"," <=50K","90","160.25"," >50K"
"15161.0","17","35.916666666666664"," <=50K","46","57.25"," <=50K","21","58.08333333333333"," <=50K","69","63.416666666666664"," <=50K","75","64.66666666666666"," <=50K"
"9663.0","58","5.333333333333333"," <=50K","7","34.08333333333333"," <=50K","59","59.75"," >50K","5","98.08333333333333"," <=50K","71","105.25"," >50K"
"25610.0","4","9.333333333333332"," <=50K","89","28.583333333333332"," <=50K","49","29.666666666666664"," <=50K","80","92.58333333333333"," >50K","22","140.91666666666666"," <=50K"
"12985.0","79","9.666666666666666"," <=50K","91","30.166666666666664"," <=50K","9","39.5"," >50K","72","72.16666666666666"," >50K","52","79.33333333333333"," <=50K"
"22414.0","23","46.0"," <=50K","93","48.666666666666664"," <=50K","92","89.33333333333333"," <=50K","32","107.66666666666666"," <=50K","60","177.41666666666666"," <=50K"
"28141.0","3","35.58333333333333"," <=50K","66","51.5"," <=50K","16","61.75"," >50K","53","81.08333333333333"," <=50K","20","111.5"," <=50K"
"28227.0","3","43.5"," <=50K","66","61.416666666666664"," <=50K","16","67.83333333333333"," >50K","22","83.33333333333333"," <=50K","80","131.16666666666666"," >50K"
"13993.0","39","18.0"," <=50K","82","30.166666666666664"," <=50K","63","31.0"," <=50K","21","44.75"," <=50K","79","80.41666666666666"," <=50K"
"18401.0","44","46.666666666666664"," <=50K","76","48.83333333333333"," <=50K","85","52.75"," <=50K","45","61.58333333333333"," <=50K","65","96.75"," <=50K"
"17713.0","45","4.5"," <=50K","85","11.5"," <=50K","76","12.416666666666666"," <=50K","65","38.0"," <=50K","74","157.66666666666666"," <=50K"
"22016.0","92","55.5"," <=50K","77","68.83333333333333"," <=50K","23","74.33333333333333"," <=50K","93","78.33333333333333"," <=50K","19","125.58333333333333"," <=50K"
"2084.0","26","29.416666666666664"," >50K","68","33.666666666666664"," <=50K","42","36.0"," <=50K","6","54.666666666666664"," <=50K","61","113.25"," <=50K"
"15006.0","17","24.75"," <=50K","21","45.58333333333333"," <=50K","69","51.75"," <=50K","82","62.666666666666664"," <=50K","46","71.08333333333333"," <=50K"
"5813.0","18","9.583333333333332"," <=50K","1","92.16666666666666"," <=50K","29","109.5"," <=50K","56","116.91666666666666"," >50K","41","141.41666666666666"," <=50K"
"17076.0","37","13.083333333333332"," >50K","65","19.083333333333332"," <=50K","81","23.416666666666664"," >50K","45","57.58333333333333"," <=50K","85","66.08333333333333"," <=50K"
"19430.0","14","7.916666666666666"," <=50K","74","15.416666666666666"," <=50K","44","42.0"," <=50K","62","54.0"," <=50K","60","79.25"," <=50K"
"1487.0","40","49.58333333333333"," >50K","0","147.25"," <=50K","61","231.83333333333331"," <=50K","68","251.25"," <=50K","42","253.58333333333331"," <=50K"
"8370.0","67","9.583333333333332"," <=50K","57","9.833333333333332"," <=50K","59","53.83333333333333"," >50K","11","108.75"," >50K","58","112.91666666666666"," <=50K"
"28080.0","3","30.25"," <=50K","66","48.166666666666664"," <=50K","16","55.416666666666664"," >50K","53","85.25"," <=50K","20","115.66666666666666"," <=50K"
"5012.0","56","47.33333333333333"," >50K","41","73.33333333333333"," <=50K","90","97.58333333333333"," >50K","29","173.58333333333331"," <=50K","43","211.33333333333331"," <=50K"
"2846.0","6","20.166666666666664"," <=50K","43","30.583333333333332"," <=50K","42","30.833333333333332"," <=50K","68","33.83333333333333"," <=50K","90","88.16666666666666"," >50K"
"25051.0","89","26.166666666666664"," <=50K","12","40.916666666666664"," <=50K","49","77.41666666666666"," <=50K","19","131.83333333333331"," <=50K","80","139.5"," >50K"
"9562.0","58","13.75"," <=50K","7","26.0"," <=50K","59","51.83333333333333"," >50K","5","109.0"," <=50K","67","111.58333333333333"," <=50K"
"7226.0","11","13.583333333333332"," >50K","29","15.75"," <=50K","1","34.916666666666664"," <=50K","57","86.33333333333333"," <=50K","67","87.41666666666666"," <=50K"
"11510.0","52","54.75"," <=50K","71","57.08333333333333"," >50K","72","61.25"," >50K","10","61.33333333333333"," <=50K","91","103.75"," <=50K"
"3316.0","90","52.0"," >50K","6","59.5"," <=50K","42","72.0"," <=50K","68","73.66666666666666"," <=50K","56","99.25"," >50K"
"1846.0","26","327.5833333333333"," >50K","68","330.66666666666663"," <=50K","42","332.66666666666663"," <=50K","6","352.0"," <=50K","61","371.41666666666663"," <=50K"
"6752.0","38","7460.833333333333"," >50K","1","8344.166666666666"," <=50K","11","8364.666666666666"," >50K","8","8418.333333333332"," >50K","27","8462.166666666666"," <=50K"
"21200.0","77","1.75"," <=50K","15","2.583333333333333"," >50K","92","18.583333333333332"," <=50K","25","25.083333333333332"," <=50K","55","95.83333333333333"," <=50K"
"13877.0","39","8.583333333333332"," <=50K","63","21.083333333333332"," <=50K","82","40.25"," <=50K","69","48.166666666666664"," <=50K","79","70.83333333333333"," <=50K"
"10363.0","50","12.0"," <=50K","5","43.0"," <=50K","71","48.83333333333333"," >50K","58","57.416666666666664"," <=50K","52","147.0"," <=50K"
"4051.0","90","14.666666666666666"," >50K","41","18.75"," <=50K","6","121.33333333333333"," <=50K","42","133.0"," <=50K","68","136.0"," <=50K"
"5868.0","18","6.416666666666666"," <=50K","1","86.66666666666666"," <=50K","29","103.5"," <=50K","56","120.91666666666666"," >50K","41","144.41666666666666"," <=50K"
"17419.0","81","7.75"," >50K","65","13.083333333333332"," <=50K","85","35.75"," <=50K","76","37.5"," <=50K","46","134.83333333333331"," <=50K"
"3773.0","90","10.25"," >50K","41","42.83333333333333"," <=50K","6","99.08333333333333"," <=50K","42","109.41666666666666"," <=50K","68","112.41666666666666"," <=50K"
"25622.0","4","7.916666666666666"," <=50K","49","29.416666666666664"," <=50K","89","29.666666666666664"," <=50K","12","87.75"," <=50K","22","139.66666666666666"," <=50K"
"8317.0","67","297.41666666666663"," <=50K","57","298.16666666666663"," <=50K","59","349.3333333333333"," >50K","11","393.75"," >50K","58","406.5833333333333"," <=50K"
"27070.0","22","20.166666666666664"," <=50K","13","33.666666666666664"," <=50K","80","35.5"," >50K","66","41.75"," <=50K","89","151.0"," <=50K"
"6038.0","18","19.75"," <=50K","1","71.0"," <=50K","29","88.0"," <=50K","56","133.58333333333331"," >50K","8","147.5"," >50K"
"25949.0","49","2.5"," <=50K","4","26.5"," <=50K","89","56.25"," <=50K","80","63.416666666666664"," >50K","66","135.66666666666666"," <=50K"
"31961.0","83","12.166666666666666"," <=50K","34","19.833333333333332"," <=50K","88","24.75"," <=50K","24","90.75"," <=50K","78","122.75"," <=50K"
"28650.0","53","36.83333333333333"," <=50K","20","68.75"," <=50K","66","95.58333333333333"," <=50K","35","102.16666666666666"," <=50K","47","132.25"," >50K"
"29643.0","20","17.5"," <=50K","35","20.083333333333332"," <=50K","47","47.0"," >50K","53","50.08333333333333"," <=50K","54","57.416666666666664"," <=50K"
"2442.0","68","6.833333333333333"," <=50K","26","8.916666666666666"," >50K","43","13.416666666666666"," <=50K","6","25.333333333333332"," <=50K","90","128.0"," >50K"
"27725.0","3","4.166666666666666"," <=50K","66","18.416666666666664"," <=50K","16","24.666666666666664"," >50K","13","85.33333333333333"," <=50K","80","88.0"," >50K"
"4368.0","56","12.333333333333332"," >50K","41","19.833333333333332"," <=50K","90","44.58333333333333"," >50K","43","159.0"," <=50K","68","162.91666666666666"," <=50K"
"16366.0","31","4.083333333333333"," <=50K","75","43.83333333333333"," <=50K","46","49.416666666666664"," <=50K","65","78.0"," <=50K","81","82.83333333333333"," >50K"
"12641.0","91","3.333333333333333"," <=50K","9","8.833333333333332"," >50K","72","41.0"," >50K","63","83.58333333333333"," <=50K","39","98.25"," <=50K"
"11212.0","71","28.833333333333332"," >50K","5","39.666666666666664"," <=50K","52","76.66666666666666"," <=50K","72","82.83333333333333"," >50K","10","82.91666666666666"," <=50K"
"8422.0","67","17.75"," <=50K","57","18.166666666666664"," <=50K","59","48.166666666666664"," >50K","58","109.75"," <=50K","50","174.16666666666666"," <=50K"
"20606.0","60","22.833333333333332"," <=50K","25","28.583333333333332"," <=50K","32","49.58333333333333"," <=50K","77","50.75"," <=50K","62","51.25"," <=50K"
"25994.0","49","7.0"," <=50K","4","30.833333333333332"," <=50K","89","59.08333333333333"," <=50K","80","59.75"," >50K","66","132.5"," <=50K"
"31907.0","83","8.0"," <=50K","28","20.416666666666664"," >50K","88","32.916666666666664"," <=50K","30","62.83333333333333"," >50K","78","117.08333333333333"," <=50K"
"20144.0","55","7.833333333333333"," <=50K","62","13.916666666666666"," <=50K","60","17.666666666666664"," <=50K","74","47.33333333333333"," <=50K","15","89.25"," >50K"
"26840.0","13","12.666666666666666"," <=50K","80","14.0"," >50K","22","39.666666666666664"," <=50K","66","60.25"," <=50K","49","75.25"," <=50K"
"28729.0","84","164.91666666666666"," >50K","86","570.4166666666666"," <=50K","53","672.5833333333333"," <=50K","66","741.5"," <=50K","22","762.75"," <=50K"
"10813.0","5","3.4166666666666665"," <=50K","71","9.25"," >50K","50","30.083333333333332"," <=50K","52","107.08333333333333"," <=50K","72","113.08333333333333"," >50K"
"4192.0","41","4.25"," <=50K","56","27.083333333333332"," >50K","90","30.333333333333332"," >50K","6","130.16666666666666"," <=50K","68","148.66666666666666"," <=50K"
"12611.0","91","7.666666666666666"," <=50K","9","7.833333333333333"," >50K","79","40.5"," <=50K","10","42.75"," <=50K","39","102.41666666666666"," <=50K"
"19177.0","44","20.5"," <=50K","14","29.416666666666664"," <=50K","74","35.58333333333333"," <=50K","62","74.5"," <=50K","76","112.0"," <=50K"
"19630.0","74","4.75"," <=50K","14","14.916666666666666"," <=50K","62","38.5"," <=50K","44","57.83333333333333"," <=50K","15","132.16666666666666"," >50K"
"3274.0","90","53.666666666666664"," >50K","6","54.83333333333333"," <=50K","43","68.25"," <=50K","68","71.5"," <=50K","26","71.75"," >50K"
"12430.0","9","11.916666666666666"," >50K","91","23.416666666666664"," <=50K","72","25.916666666666664"," >50K","79","54.416666666666664"," <=50K","63","103.33333333333333"," <=50K"
"20159.0","55","8.5"," <=50K","62","13.916666666666666"," <=50K","60","18.333333333333332"," <=50K","74","49.83333333333333"," <=50K","32","87.58333333333333"," <=50K"
"1114.0","61","35.0"," <=50K","70","92.66666666666666"," <=50K","68","113.08333333333333"," <=50K","6","137.41666666666666"," <=50K","90","234.58333333333331"," >50K"
"20641.0","25","25.416666666666664"," <=50K","60","26.333333333333332"," <=50K","32","46.916666666666664"," <=50K","77","47.416666666666664"," <=50K","55","48.33333333333333"," <=50K"
"7685.0","8","297.75"," >50K","27","337.5833333333333"," <=50K","57","337.8333333333333"," <=50K","67","338.41666666666663"," <=50K","11","339.75"," >50K"
"16217.0","31","14.833333333333332"," <=50K","75","30.083333333333332"," <=50K","46","38.0"," <=50K","65","91.08333333333333"," <=50K","81","97.08333333333333"," >50K"
"21286.0","77","8.666666666666666"," <=50K","15","9.166666666666666"," >50K","92","11.166666666666666"," <=50K","25","32.83333333333333"," <=50K","55","103.58333333333333"," <=50K"
"28251.0","3","44.0"," <=50K","66","61.58333333333333"," <=50K","16","67.83333333333333"," >50K","22","83.33333333333333"," <=50K","80","131.16666666666666"," >50K"
"132.0","40","126.66666666666666"," >50K","70","154.58333333333331"," <=50K","61","200.58333333333331"," <=50K","68","344.16666666666663"," <=50K","43","354.25"," <=50K"
"10004.0","58","29.25"," <=50K","50","43.33333333333333"," <=50K","71","80.5"," >50K","59","88.0"," >50K","57","150.66666666666666"," <=50K"
"27817.0","3","7.25"," <=50K","66","25.833333333333332"," <=50K","16","33.75"," >50K","13","95.08333333333333"," <=50K","80","96.08333333333333"," >50K"
"7347.0","11","22.25"," >50K","29","26.416666666666664"," <=50K","8","36.08333333333333"," >50K","57","78.0"," <=50K","67","79.08333333333333"," <=50K"
"31216.0","30","6.083333333333333"," >50K","24","29.833333333333332"," <=50K","33","35.25"," <=50K","83","57.75"," <=50K","78","61.166666666666664"," <=50K"
"3213.0","0","89.58333333333333"," <=50K","40","226.58333333333331"," >50K","6","252.75"," <=50K","90","258.0833333333333"," >50K","43","263.3333333333333"," <=50K"
"158.0","40","133.66666666666666"," >50K","70","168.58333333333331"," <=50K","61","207.58333333333331"," <=50K","68","348.0"," <=50K","43","352.25"," <=50K"
"4872.0","56","36.5"," >50K","41","60.166666666666664"," <=50K","90","86.75"," >50K","29","184.58333333333331"," <=50K","43","200.5"," <=50K"
"19983.0","55","7.25"," <=50K","62","9.0"," <=50K","60","32.08333333333333"," <=50K","74","34.25"," <=50K","32","101.33333333333333"," <=50K"
"615.0","61","14.916666666666666"," <=50K","70","49.58333333333333"," <=50K","26","154.25"," >50K","43","165.41666666666666"," <=50K","90","278.5"," >50K"
"258.0","70","19.916666666666664"," <=50K","61","43.75"," <=50K","68","187.33333333333331"," <=50K","43","195.58333333333331"," <=50K","90","307.3333333333333"," >50K"
"10819.0","5","3.1666666666666665"," <=50K","71","8.0"," >50K","50","29.833333333333332"," <=50K","52","106.66666666666666"," <=50K","72","112.16666666666666"," >50K"
"7051.0","29","3.083333333333333"," <=50K","11","5.083333333333333"," >50K","27","100.91666666666666"," <=50K","67","102.41666666666666"," <=50K","57","102.5"," <=50K"
"8436.0","67","14.666666666666666"," <=50K","57","15.75"," <=50K","59","48.916666666666664"," >50K","58","108.16666666666666"," <=50K","50","170.41666666666666"," <=50K"
"13826.0","39","6.416666666666666"," <=50K","63","18.25"," <=50K","82","45.75"," <=50K","69","54.83333333333333"," <=50K","79","68.83333333333333"," <=50K"
"22277.0","23","53.08333333333333"," <=50K","93","56.08333333333333"," <=50K","92","76.75"," <=50K","25","114.91666666666666"," <=50K","60","163.33333333333331"," <=50K"
"6267.0","18","38.5"," <=50K","1","51.25"," <=50K","29","68.08333333333333"," <=50K","8","127.08333333333333"," >50K","56","152.0"," >50K"
"18419.0","64","6.416666666666666"," <=50K","87","59.58333333333333"," >50K","44","202.75"," <=50K","85","212.0"," <=50K","81","248.83333333333331"," >50K"
"13815.0","39","2.333333333333333"," <=50K","63","16.666666666666664"," <=50K","82","44.666666666666664"," <=50K","69","54.58333333333333"," <=50K","79","65.25"," <=50K"
"17358.0","81","3.4166666666666665"," >50K","65","8.75"," <=50K","85","42.08333333333333"," <=50K","76","42.5"," <=50K","46","131.0"," <=50K"
"29523.0","20","7.083333333333333"," <=50K","35","30.0"," <=50K","53","40.5"," <=50K","47","57.08333333333333"," >50K","54","66.0"," <=50K"
"9145.0","7","16.333333333333332"," <=50K","59","16.666666666666664"," >50K","58","48.25"," <=50K","67","73.91666666666666"," <=50K","8","123.41666666666666"," >50K"
"6941.0","1","11.416666666666666"," <=50K","29","12.75"," <=50K","11","14.75"," >50K","18","94.16666666666666"," <=50K","57","110.66666666666666"," <=50K"
